year,artists,danceability,explicit,id,loudness,name,popularity,release_date,speechiness
2014,['nothing more'],0.525,0,1qhcO9Akt1mP0Y54OSTX9w,-7.9670000000000005,jenny,1,2014-06-23,0.16399999999999998
2006,"['dyablo', 'mc magic']",0.8170000000000001,0,7qmmED34NKMIsAtyW0aYTw,-7.4510000000000005,something about you,0,2006,0.281
2009,"['yo gotti', 'lil wayne']",0.647,1,6jDMlQsmDnKtusidx4P4p8,-6.497000000000001,"women lie, men lie",0,2009-12-11,0.203
2016,"['kimiko glenn', 'jessie mueller', 'keala settle', 'waitress original broadway cast ensemble']",0.7340000000000001,0,4tG0cdbL7v4pQ8RWOqLDHx,-6.452000000000001,when he sees me,1,2016-06-03,0.0449
2004,"['andrew lloyd webber', 'cast of ""the phantom of the opera"" motion picture']",0.263,0,61zSTvYuEWrj0ZfllX7Aew,-16.357,masquerade,0,2004-12-10,0.0465
2020,['finneas'],0.535,0,27Y1N4Q4U3EfDU5Ubw8ws2,-12.823,what they'll say about us,1,2020-09-02,0.0408
2011,['kendrick lamar'],0.9590000000000001,1,1FRF0NHXBW4ecdulGkTzJY,-8.145,blow my high (members only),1,2011-07-02,0.27399999999999997
2003,['jimmy reed'],0.5820000000000001,0,05oMNN5Rbv6rVqyFFG9uTl,-11.624,baby what you want me to do,0,2003,0.0353
2012,['feed me'],0.659,0,4z7t5KsfkxMC1PdOLgog4V,-4.628,one click headshot,0,2012-02-06,0.0844
2018,['luke combs'],0.483,0,3z1QH1O1h15lFROjcECqgi,-5.027,a long way,1,2018-06-01,0.0295
2010,['grupo kual?'],0.5770000000000001,0,6CgVMTAJsotV8x0jMfYHbC,-3.693,cumbia en la playa,1,2010-04-01,0.0603
2012,['beyondomatic'],0.451,0,1L3qcl0Mcvn1Ev6qXHBD5N,-12.884,starbong,0,2012,0.0299
2014,['glass animals'],0.557,0,2wbdVe8yLVVQ6Dt7neZdr2,-9.899,wyrd,0,2014-06-06,0.111
2012,['jason mraz'],0.65,0,3ce7k1L4EkZppZPz1EJWTS,-7.16,living in the moment,0,2012-04-13,0.0232
2000,['el coyote y su banda tierra santa'],0.634,0,0hZgBAj7W0EkRH16feKmUu,-10.364,te soñé,1,2000-01-01,0.0353
2005,['young maylay'],0.52,0,5f7F8ovtEmFzOdyN5fTOKl,-7.13,san andreas theme song,1,2005-11-07,0.213
2006,['ne-yo'],0.433,0,6GfEDFqhdtEO1RQSvSqgA8,-9.327,mirror,0,2006-01-01,0.107
2009,['the notorious b.i.g.'],0.721,1,24CA5I411NVDYodjjmKPx3,-5.125,kick in the door - 2008 remaster,0,2009-01-12,0.455
2004,"['kanye west', 'syleena johnson']",0.657,1,5SkRLpaGtvYPhw02vZhQQ9,-4.832,all falls down,1,2004-02-10,0.484
2017,['hillsong united'],0.431,0,1ed3wNCecRIp6SugyR0w2J,-10.376,so will i (100 billion x),1,2017-06-09,0.0296
2012,['jason mraz'],0.609,0,0zXjeGMMe7esPTvqJCN5d8,-6.715,winter wonderland,0,2012-01-01,0.0468
2016,['jon pardi'],0.6829999999999999,0,7f08qp3HROTkfrtNpiYGGo,-4.178999999999999,dirt on my boots,1,2016-05-13,0.0285
2004,['relient k'],0.5429999999999999,0,7zIRg1lWOZLb5C5kI0mb1W,-3.897,i so hate consequences,0,2004-11-02,0.0423
2014,"['kenny chesney', 'grace potter']",0.586,0,050iNgNKEUrJboOnH4Jhm6,-7.688,wild child (with grace potter) (with grace potter),0,2014-09-22,0.0318
2001,['cake'],0.682,0,5cWsKKp8brqei2F5vXrYoG,-7.415,"meanwhile, rick james...",0,2001-07-23,0.0286
2005,['yolanda adams'],0.67,0,2czrGVxIeBTSY01Q3beDH2,-6.7989999999999995,be blessed,0,2005-08-29,0.0449
2002,['chuck prophet'],0.359,0,4mhGypdjd234FSSAWTzo6T,-6.352,summertime thing,0,2002-06-18,0.0293
2000,['julissa'],0.41100000000000003,0,5chE8rPKomf8QxhllFujhi,-7.968,el no pereció,0,2000-01-01,0.0284
2017,['the regrettes'],0.532,1,6kQ3W5LMxh6ftjEBssYgAd,-4.5169999999999995,seashore,1,2017-01-13,0.0556
2015,['weird inside'],0.48700000000000004,0,6gyeaab6u8qGxz1nbY4Jjh,-10.503,slow hours,0,2015-11-01,0.0568
2015,['chris stapleton'],0.392,0,3fqwjXwUGN6vbzIwvyFMhx,-10.888,tennessee whiskey,1,2015-05-04,0.0298
2015,['angus & julia stone'],0.614,0,2GiYPEgOA7hb7sqsEWX8df,-22.159000000000002,stay with me - live from spotify berlin,1,2015-01-13,0.0395
2000,['juan gabriel'],0.685,0,4VvBpxScNFzbJpqiE0HZTg,-8.04,el sinaloense,0,2000-03-07,0.0553
2003,['babik reinhardt'],0.5329999999999999,0,4GVOZVZ8HXbLrNT1uPMZtq,-10.977,swing 42,0,2003-03-07,0.0493
2004,"['yung wun', 'dmx', ""lil' flip"", 'david banner']",0.6779999999999999,1,6ZVgihnlm0dfgix1ZB0FJ6,-3.1439999999999997,"tear it up (feat. dmx, lil' flip & david banner) - dirty",0,2004-04-10,0.32799999999999996
2005,['la autoridad de la sierra'],0.682,0,4OPsuMCMkST2JdLwDV4hhR,-3.897,me quedé sin nadie,0,2005-01-01,0.0365
2007,['circa survive'],0.163,0,2J6ggaPmXYh6krtQpjlbin,-6.002999999999999,living together,0,2007,0.042
2020,['karol g'],0.7340000000000001,0,3l55w4M10Tbgbal2O4IRry,-2.7560000000000002,casi nada,0,2020-11-13,0.0362
2009,['keri hilson'],0.4270000000000001,0,0VI3YNoksmAn0LMnTVhBkq,-5.7829999999999995,energy,0,2009-01-01,0.14300000000000002
2006,['tool'],0.44,0,0NLDZzVke3Qu7vDhWyGzRk,-8.54,right in two,1,2006-04-28,0.0293
2014,['home'],0.772,0,0Z5r4cmTjEyA62tfSbAbFD,-11.91,come back down,1,2014-07-01,0.0479
2006,['beyoncé'],0.81,0,5UhR5ud9gS6n0PgzsjZmQd,-7.846,kitty kat,0,2006-09-04,0.311
2001,['gillian welch'],0.522,0,61P1PWElJfgK4JUlBZiOkA,-11.9,elvis presley blues,0,2001-07-31,0.036000000000000004
2018,['niykee heaton'],0.7509999999999999,0,15jMztFtJ1mFFJ11SZvHHZ,-6.56,starting over,1,2018-10-05,0.0519
2009,['five finger death punch'],0.424,1,3LEdpYi7Qd2vYKvlooIZO0,-3.766,no one gets left behind,0,2009-09-22,0.0754
2004,['slipknot'],0.32299999999999995,0,1MxB3Qw6wz8IZYSmIPyH6I,-3.239,scream,0,2004,0.147
2010,['kenny chesney'],0.68,0,3pkzJjJXfdDjhpXx639MIH,-6.475,somewhere with you,1,2010-09-28,0.0376
2010,['raheem devaughn'],0.706,0,5GIp3XwoMW9bbdUvGB2ydO,-5.881,i don't care,0,2010-02-26,0.0653
2002,['james & bobby purify'],0.706,0,6H8WMHCov3QGaPLbpOMpcJ,-8.378,i'm your puppet,0,2002-03-26,0.032
2006,['jackie wilson'],0.631,0,4TBBPZks71c60whhq0PgdP,-6.676,(your love keeps lifting me) higher & higher,1,2006,0.0531
2015,['jazmine sullivan'],0.5589999999999999,1,6KOc6ViZB8NtfCVABmTe66,-7.507999999999999,let it burn,1,2015-01-12,0.0375
2002,"['nelly', 'kelly rowland']",0.73,0,4jnnbYNySANk7DAiVUtAP9,-8.815,dilemma,0,2002-06-25,0.159
2014,"['gerard butler', 'craig ferguson', 'mary jane wells']",0.294,0,6HSkSbCYuHlAJbTWehH4MC,-19.652,for the dancing and the dreaming,0,2014-06-10,0.131
2010,['papa roach'],0.428,0,3iGjPHGVRKPgQ6LvSN2zJI,-3.852,scars,0,2010-01-01,0.054000000000000006
2001,"['ricky martin', 'alejandro sanz', 'thalia', 'juan luis guerra 4.40', 'gloria estefan', 'celia cruz', 'olga tañón', 'ricardo montaner', 'ana gabriel', 'jorge hernández', 'los tigres del norte', 'alicia villarreal', 'alejandro fernández', 'carlos vives', 'jaci velasquez', 'marco antonio solís', 'josé josé', 'lucía méndez', 'jennifer lopez', 'emmanuele', 'chayanne', 'gilberto santa rosa', 'paulina rubio', 'alberto ""beto"" zapata', 'la ley', 'ana bárbara', 'carlos ponce', 'jon secada', 'shakira', 'gian marco', 'luis fonsi', 'yuri', 'miguel bosé', 'wilkins', 'giselle', 'melina leon', 'limi-t 21', 'christina aguilera', 'josé feliciano', 'josé luis rodríguez']",0.276,0,0tzixmHNQfE6S6SirSToxW,-7.818,el ultimo adiós - varios artistas version,1,2001-11-21,0.0377
2008,"['big boi', 'andré 3000', 'raekwon']",0.7190000000000001,1,1qhgBzRH0jOzoVZJ2K1hDn,-6.881,royal flush (feat. andré 3000 & raekwon),0,2008-04-26,0.40399999999999997
2010,"['demi lovato', 'jordan francis', 'meaghan martin', 'alyson stoner', 'matthew ""mdot"" finley', 'roshon fegan']",0.61,0,5eEmVNuqo4oKDh9MDeCAmt,-3.536,"it's on - from ""camp rock 2: the final jam""",0,2010-01-01,0.135
2016,['los cadetes de linares'],0.8390000000000001,0,4VAVS2BIe5LDBYUGS57vRT,-5.7010000000000005,prenda querida,1,2016-04-25,0.11599999999999999
2010,['claris'],0.517,0,6SrKLkuqWyKxSxzvtRWvX5,-4.349,コネクト,0,2010,0.0508
2013,['jack johnson'],0.899,0,12jjuxN1gxlm29cqL5M6MW,-6.553,i got you,1,2013-01-01,0.038
2013,['nipsey hussle'],0.479,1,1DvR4k42XVUF9gjr1nUZRk,-7.528,keys 2 the city,0,2013-10-02,0.3720000000000001
2009,['bebe & cece winans'],0.5479999999999999,0,4wRdZGNo73iLyxziFo4B5z,-7.205,i found love (cindy's song),0,2009-10-06,0.0382
2006,['flyleaf'],0.318,0,1oc4lB36kCRzLYLqsjhieZ,-5.691,so i thought,0,2006-01-01,0.0472
2010,['maroon 5'],0.609,0,4ucLHLiSjvkCz5Lr5dlVUj,-4.207,never gonna leave this bed,1,2010,0.0296
2016,['james arthur'],0.696,0,0VhgEqMTNZwYL1ARDLLNCX,-6.164,can i be him,1,2016-10-28,0.0489
2017,['thomas rhett'],0.687,0,4Vxu50qVrQcycjRyJQaZLC,-4.37,life changes,1,2017-09-08,0.0576
2001,['staind'],0.509,1,25CMmGsl22APKhfuj4Tp7j,-4.053999999999999,it's been awhile,1,2001-05-22,0.0338
2005,['cartel'],0.541,0,2GMhTbfqswlZiGBuDlyLeM,-5.626,runaway,0,2005,0.0362
2001,['jay-z'],0.7440000000000001,1,1ygITaWckccPnbVE2nadrz,-3.285,never change,0,2001-09-11,0.273
2020,['porte diferente'],0.8109999999999999,0,72jvp2nP4zstRmFdhyWgGu,-4.776,por tu culpa,1,2020-04-24,0.065
2009,['every time i die'],0.259,0,5YSR67UAwL3LhBqqccfQyy,-4.175,wanderlust,0,2009-09-15,0.134
2006,['red hot chili peppers'],0.491,0,4y84ILALZSa4LyP6H7NVjR,-3.925,stadium arcadium,1,2006-05-09,0.0318
2005,['los rehenes'],0.7829999999999999,0,2EaagEvJPtIg3QsrnNyCnq,-5.567,dónde esta,0,2005-01-01,0.0347
2013,['kevin gates'],0.768,1,65hSpz9HeIx21NZZJ8iyGl,-3.928,don't know what to call it,0,2013-07-16,0.0809
2003,['the shins'],0.501,0,2JPrgWbs19XotmzG3uq3s4,-9.45,pink bullets,0,2003-10-21,0.0291
2013,['randy rogers band'],0.48,0,03KvM5ZGtTvl1qaK73g5wN,-5.461,fuzzy,0,2013-01-01,0.039
2010,['roar'],0.342,1,4qL4dgMQe6ywivehdTEjmW,-13.085999999999999,heart for brains,0,2010-03-14,0.0318
2013,['moon taxi'],0.679,0,7KCwb4Fve83ttaluavFDv9,-6.477,river water,0,2013-09-10,0.031
2003,['beyoncé'],0.75,0,6XsT5UGfpaFeHQf5LRIy4W,-9.092,"me, myself and i",1,2003-06-24,0.0803
2016,['pierce the veil'],0.345,1,6LhGzSZlIGxZpyIXXZn9ZV,-3.7960000000000003,dive in,0,2016-05-13,0.113
2010,['escape the fate'],0.39899999999999997,0,1z33QOn2Hcq9SfI5pES25L,-5.593,this war is ours (the guillotine ii),1,2010-04-27,0.163
2012,['thierry david'],0.161,0,32s2n6OiWvlySiuzf9NM3E,-26.035999999999998,the realm of golden helix,0,2012-03-27,0.0437
2004,['mark collie'],0.46299999999999997,0,5XnXpQM5FR8ZQyvDY8RKQS,-9.5,in time,0,2004-01-01,0.0426
2009,['paul mccartney'],0.5660000000000001,0,6QP9DFKvDjegtwz2HQZFL7,-11.703,great day,0,2009-01-01,0.0402
2018,['freddie dredd'],0.855,1,3A4TIpLeMng0Nn0N7yre4g,-5.976,evil fantasy,1,2018-01-08,0.316
2010,['rihanna'],0.5760000000000001,0,46MDLc0Yip6xCMSsdePOAU,-3.623,cheers (drink to that),0,2010-11-16,0.0403
2010,['bo burnham'],0.5429999999999999,1,5KqdkuWE9AkTtoAiPpdD0E,-6.178,art is dead,1,2010-10-19,0.0504
2007,['beyoncé'],0.8140000000000001,0,7sk73N1SgNZweS3ozl3NXs,-7.9529999999999985,kitty kat,0,2007-05-29,0.292
2002,['los enanitos verdes'],0.726,0,11AnIo9kTnjhtD06y5Zd5O,-5.325,amores lejanos,1,2002-01-01,0.032
2019,['lil tecca'],0.563,1,1ipyiYqvds0wcaFDTW6N4X,-8.271,out of luck,1,2019-08-30,0.287
2001,['jarabe de palo'],0.7490000000000001,0,1Fzlofqd4sIG33pf55MTQD,-7.9579999999999975,dos días en la vida,1,2001-02-15,0.040999999999999995
2001,['carl carlton'],0.892,0,653JGGOVbV5iQsCSgQcQdi,-10.341,"she's a bad mama jama (she's built, she's stacked)",0,2001-01-01,0.0963
2006,['ludovico einaudi'],0.174,0,3yuCAw61jqfyv2KzMoVdXA,-18.717,fly,1,2006-01-01,0.0362
2008,['hollywood undead'],0.82,1,1czaCgWLWgqp0eRIZ0BcXh,-4.856,everywhere i go,1,2008-09-02,0.0315
2019,"['chance the rapper', 'madeintyo', 'dababy']",0.899,1,00ko9WaS4jOX1kEk3gvHjf,-8.04,hot shower,1,2019-07-26,0.387
2017,['granular'],0.0,0,2e6fCxto7NzsnujvliBtEk,-31.221,white noise - 700 hz,1,2017-10-14,0.0
2007,['jah cure'],0.67,0,4XvuRDrWteHQGLBOXbAkFZ,-7.415,longing for,1,2007-08-21,0.293
2001,['john mayer'],0.5710000000000001,0,3brCbW1KbGBUvMsqUhHQEy,-5.574,back to you,1,2001-08-16,0.0327
2011,['jessie j'],0.6629999999999999,1,6cSGSXvgioQxGQbM9VRe1G,-3.6719999999999997,do it like a dude,0,2011-01-01,0.0487
2006,['pink martini'],0.5710000000000001,0,1sKpay0q1lsH8RgafNzdI1,-11.946,sympathique,1,2006,0.0531
2014,['taylor swift'],0.48100000000000004,0,1kTPQnabROVkW9bUXdCGrB,-8.795,this love,1,2014-10-27,0.0321
2014,"['sleep baby sleep', 'meditation spa', 'white noise therapy', 'rain spa', 'rain shower']",0.0,0,7vtzeuFqBgnO2gj4d2exor,-18.685,pouring rain - loopable with no fade,1,2014-10-08,0.0
2015,"['rihanna', 'kanye west', 'paul mccartney']",0.5820000000000001,0,78TTtXnFQPzwqlbtbwqN0y,-5.662000000000001,fourfiveseconds,1,2015-01-24,0.0501
2003,"['james taylor', 'the sesame street kids']",0.748,0,1njKyn7dVZiZ7vVU4IA6gA,-11.457,jellyman kelly,0,2003-01-01,0.0649
2004,['valentín elizalde'],0.679,0,3KvOyxyr3g0OoxuMc0iXUi,-4.721,la más deseada,1,2004-01-01,0.0468
2001,['the strokes'],0.624,0,3SUusuA9jH1v6PVwtYMbdv,-5.71,last nite,1,2001-07-30,0.0295
2010,['taeyang'],0.728,0,3M0qHiwpoXUMffAS1CBB6M,-4.73,wedding dress,1,2010,0.0346
2013,['j. valentine'],0.777,0,6tZmrNnFao9ofNviYqJwOH,-10.39,"up! (feat. chris brown, pleasure p) (r&b remix mix)",1,2013-01-29,0.131
2005,['la firma'],0.693,0,5SVXxIPttTS33BSphXn7Dv,-7.035,lo mejor de mi vida,0,2005-06-14,0.0327
2009,['ikimonogakari'],0.5660000000000001,0,7HAkrW8JUYoVR9dXwb6Uku,-1.901,ホタルノヒカリ,1,2009-12-23,0.0639
2006,"['obie trice', 'akon']",0.7809999999999999,1,02rlDATSROFtjqmvs1dBKr,-5.574,snitch,1,2006-01-01,0.261
2008,['danny brown'],0.742,1,5YPMcT7Je01NAqFd3LMlQL,-4.825,let's go,0,2008-07-01,0.0645
2009,['fun.'],0.41200000000000003,0,0SHPEXmOSJL4Og3aJluoKd,-6.507999999999999,be calm,0,2009,0.0431
2013,"['kristen bell', 'idina menzel']",0.354,0,70b5Sq3ePOu3Gqg0hjlOtR,-6.018,"for the first time in forever - from ""frozen""/soundtrack version",1,2013-01-01,0.0344
2003,['eagles'],0.669,0,0i74VE2iKY9ynQaBPzkzAm,-9.754,lyin' eyes - 2013 remaster,0,2003-10-21,0.0248
2015,['toby fox'],0.456,0,6YnPqvc66bdYGGOJIlDEz1,-10.112,battle against a true hero,1,2015-09-15,0.0394
2008,['adele'],0.451,1,2qERBmbj9TrYbNDh9yWX9G,-8.517999999999999,hometown glory,1,2008-01-28,0.0368
2011,"['jay-z', 'kanye west']",0.5660000000000001,1,1smcSwXObpmxcjCulmjMgy,-4.7410000000000005,murder to excellence,1,2011-08-08,0.321
2018,"['twrp', 'dan avidan']",0.521,0,2HVie6QZfnDS2HVQiGZwU6,-8.05,starlight brigade,1,2018-05-18,0.0508
2019,"['yo gotti', 'lil uzi vert']",0.9440000000000001,1,6e9biVAugkOfydEN8OiJpi,-5.999,pose (feat. lil uzi vert),1,2019-08-23,0.29100000000000004
2020,"['karol g', 'ozuna']",0.802,0,5LxKxRr5MG37hOlsnQiBAG,-4.294,hello,0,2020-11-20,0.0592
2015,['brent faiyaz'],0.6629999999999999,0,2gh7faW4G9xZr9k5iPqcSR,-11.284,running on e.,1,2015-11-20,0.0459
2000,['elliott smith'],0.522,0,6tPiCU4LFsXUQPRIykOAnl,-6.242000000000001,son of sam,0,2000-01-01,0.0252
2012,['alt-j'],0.583,0,3Hbd6gPZ0QErPWXVkC6GRt,-8.505,intro,0,2012-09-18,0.0349
2005,['the drifters'],0.33799999999999997,0,5y2m5EePLwcTAUa3iXxztB,-6.1610000000000005,there goes my baby,0,2005-02-08,0.0372
2006,['umberto tozzi'],0.28300000000000003,0,7b531MnsISnSjXFKOpAwlw,-5.7120000000000015,ti amo,0,2006-04-28,0.0328
2006,['yellowcard'],0.345,0,40S4RjkGS3DhYgTMy0aZvX,-3.322,"rough landing, holly",0,2006-01-01,0.0699
2008,['the ting tings'],0.755,0,2DNdEpV9UnsYjL6w1Dp1aS,-3.1519999999999997,that's not my name,0,2008-07-29,0.0893
2003,['joe diffie'],0.638,0,3hP7U1NmWEyeZRpLA1BhYj,-5.8770000000000024,prop me up beside the jukebox (if i die),0,2003-03-31,0.0281
2007,['rebelution'],0.818,0,6YwHYGjHZqqVnTe1ADkhlq,-7.473,nightcrawler,0,2007-06-08,0.0802
2006,['underoath'],0.28,0,3VC4KHC7cRhuG6nYx4f1qj,-2.164,in regards to myself,0,2006-01-01,0.121
2005,['disturbed'],0.452,0,71qQhkbrt4gVbovwbzHLpE,-3.9810000000000003,overburdened,0,2005-09-19,0.0589
2019,['gracie abrams'],0.618,0,0Uon5NsSAkBDx69XYOaQ5P,-10.5,stay,1,2019-11-21,0.0543
2016,['theory of a deadman'],0.285,0,4hTg9q0AnxtH4yZKeRcMin,-9.259,hallelujah,1,2016-11-11,0.0339
2004,['marcus johnson'],0.789,0,4jZCaGd8dbeuPy707up4g2,-8.124,18th & m,0,2004-01-01,0.0344
2010,['angel y khriz'],0.8079999999999999,0,57WauWILXLXRzBXNaxf9FM,-3.5660000000000003,me enamoré,1,2010-01-01,0.0364
2002,['sr-71'],0.418,0,1lVHnLjYNIPO5PtQVA4qsQ,-5.292999999999998,goodbye,0,2002-10-08,0.0696
2014,['cartel de santa'],0.5329999999999999,1,0gEQuV07NblpCGECSGqczG,-4.787,a ti te da besitos,1,2014-08-05,0.249
2005,"['adam pascal', 'rosario dawson']",0.315,0,5xIJIJTu3WHdyP6po2sYaj,-7.8889999999999985,i should tell you,0,2005-09-27,0.0271
2007,['ne-yo'],0.588,0,0JKjqJLo145b1mqA6MnhIl,-5.857,do you,1,2007-01-01,0.0726
2003,['sufjan stevens'],0.321,0,6c96Nkxc8clVSlWNyvgzdD,-23.355999999999998,redford (for yia-yia and pappou),0,2003-07-01,0.0349
2000,['craig david'],0.659,0,0gPQTLaqHDgdupKEok7J2x,-7.499,7 days,1,2000-08-21,0.0487
2004,['jj lin'],0.621,0,0YgvF6fNWydNGzCY3pzK4Y,-9.433,江南,1,2004-06-04,0.0371
2018,['morgan wallen'],0.491,0,51T2SPBH4YjbrFJE94NJT6,-4.272,little rain,1,2018-04-27,0.0464
2003,['black eyed peas'],0.785,0,3qK8x4GZcIkzTz9JEqvIF5,-2.197,let's get it started - spike mix,1,2003,0.113
2020,['pooh shiesty'],0.8190000000000001,1,7w77k7yCaDOMe25fYxnzit,-5.859,7.62 god,1,2020-07-03,0.29100000000000004
2007,"['the notorious b.i.g.', 'junior m.a.f.i.a.']",0.711,1,3PA9dH8cT0wR5UW4XkC44Y,-4.32,get money (feat. junior m.a.f.i.a.) - 2007 remaster,1,2007-03-05,0.294
2009,['jessie james decker'],0.316,0,1NxVd04cN2UoNtayFjDmnX,-1.5919999999999999,i look so good (without you),0,2009-01-01,0.139
2003,"['houston', 'chingy', 'nate dogg', 'i-20']",0.8059999999999999,0,0DRAmZDhhG5K2U70daPhbx,-5.1370000000000005,i like that,0,2003-10-07,0.0926
2003,['danilo montero'],0.528,0,6QN2LDi1HULluoF0cETe6H,-3.353,abre mis ojos,1,2003,0.0502
2020,['junior h'],0.5760000000000001,1,3WQilym5Vi4ypxb70vx0eY,-7.558,mente positiva,1,2020-03-27,0.047
2008,['abba'],0.645,0,7x93eCAiJQF7DUt979fj3p,-5.414,take a chance on me,0,2008-01-01,0.027000000000000003
2005,['rosario dawson'],0.534,0,5XzG0GT1WntHu1N1T2UVDJ,-2.826,out tonight,0,2005-09-27,0.0441
2010,['my chemical romance'],0.6,0,7cQjIIjLOhbRVCXyIepF2U,-3.51,summertime,1,2010-11-05,0.0332
2016,"['isaiah rashad', 'sza']",0.568,1,2eYY43d0V17SxOX0g7sBAD,-8.228,stuck in the mud (feat. sza),0,2016-09-02,0.368
2003,['vico c'],0.7340000000000001,0,4FFJMmVTeDKKlXYQmgNPMn,-4.988,5 de septiembre - reggaeton version,1,2003-01-01,0.0877
2018,"['gawvi', 'lecrae']",0.6829999999999999,0,0mfpBXjYkiYt4Qrr2aFQ6U,-5.146,fight for me,1,2018-10-19,0.0587
2006,['stan whitmire'],0.539,0,3Ckm40tSW3MSqo7z7GtK4A,-19.593,hero,1,2006-01-01,0.0453
2000,['merle haggard'],0.5870000000000001,0,0FBfvGkoyDsn1cjtJJzTWK,-9.062000000000001,rainbow stew,0,2000-01-01,0.0611
2016,['drake'],0.8909999999999999,0,0wwPcA6wtMf6HUMpIRdeP7,-7.862999999999999,hotline bling,1,2016-05-06,0.0551
2003,['50 cent'],0.784,1,4lh3Cv1TQLr8SXcXhBk4o7,-2.388,back down,0,2003-02-06,0.17
2005,['emanuel'],0.431,0,7afP5szYNk5vMxYv81bUMu,-4.048,make tonight,0,2005-03-01,0.0893
2019,"['arcangel', 'bad bunny']",0.713,0,4z6wo6PJG4Fve45OXK6D9m,-3.147,infeliz,1,2019-12-20,0.21899999999999997
2006,['maná'],0.7909999999999999,0,2JBs412fpVUuzIaIp3CyIs,-4.973,bendita tu luz,1,2006-05-09,0.0289
2006,['john mayer'],0.611,0,3PSMcb1gU5A8DveqU2K4z2,-10.242,slow dancing in a burning room - acoustic,1,2006-12-12,0.0339
2000,['conjunto primavera'],0.614,0,2V2jMQgPJgUH7TA1fW0n5x,-8.853,cinco lágrimas,0,2000-01-01,0.0254
2015,['bts'],0.5539999999999999,0,0PAq1DRlOGBAjXLno94j6b,-3.02,run,1,2015-11-30,0.0513
2008,['rise against'],0.242,0,6xLlFIY9nuri5BR0Cp84ea,-3.388,re-education (through labor),0,2008-01-01,0.102
2011,"['victorious cast', 'victoria justice']",0.633,0,5diRuIwreYpgyaknhfYotj,-2.5580000000000003,i want you back (feat. victoria justice),0,2011-08-01,0.0669
2005,['alabama'],0.747,0,6WJKrF37Bz6CKr3fOtxJHS,-12.797,the closer you get,0,2005-05-17,0.027999999999999997
2016,['banda ms de sergio lizárraga'],0.723,0,56OTBUIn4xlmDhtPowlA2d,-5.7360000000000015,que fuimos,1,2016-02-05,0.0298
2017,"['alanna ubach', 'antonio sol']",0.46,0,5fBcRH4CnYTaFMQtM0JtSl,-7.414,la llorona,1,2017-11-10,0.11199999999999999
2005,['lil wayne'],0.535,1,6Y6f7LSvHxUA61ItYiSMKE,-6.502999999999999,money on my mind,0,2005-01-01,0.37
2011,['ed sheeran'],0.74,0,0obzwoGjXdORtAwYWZ9s53,-9.976,grade 8,0,2011-09-09,0.0363
2006,['danny elfman'],0.327,0,13YYyfoQkvzZB50wHRCwnm,-14.34,end title,0,2006-01-01,0.0349
2020,['marlon d'],0.657,1,6rm60qK7rgLs0C1NSCvmH8,-5.961,the road less travelled,0,2020-05-03,0.21899999999999997
2018,"['leon bridges', 'luke combs']",0.619,0,05zt3H2jdG0MA1V6Q2t2Et,-6.33,beyond (feat. luke combs) - live,1,2018-09-21,0.0328
2001,['miguel aceves mejia'],0.32799999999999996,0,2r0EW4QDRuYwWrXlVcTVK1,-9.861,cielo rojo,0,2001-06-22,0.0349
2017,['leikeli47'],0.938,1,7wfQfnNFGWLD0BzcDngCRg,-7.117000000000001,money,1,2017-09-08,0.282
2014,['rascal flatts'],0.489,0,4RaVIesdyMAwlP7QLwtGhe,-5.726,riot,0,2014-01-01,0.0283
2007,['metalocalypse: dethklok'],0.24600000000000002,0,56C7rBk3rrZ0bsm029Esw0,-6.2070000000000025,go into the water,0,2007-09-25,0.0627
2001,['immortal technique'],0.711,1,2IgxI7KokwQ7egFvYqB4U9,-3.4989999999999997,creation & destruction,0,2001-09-18,0.342
2003,['linkin park'],0.451,0,3agtg0x11wPvLIWkYR39nZ,-3.7539999999999996,somewhere i belong,1,2003-03-24,0.0645
2005,['cassidy'],0.727,1,41D6aNNTmUUd7fWlVNWMN8,-5.5710000000000015,i'm a hustla - street mix/ dirty version,0,2005-06-28,0.306
2006,['me first and the gimme gimmes'],0.506,0,0jQqdVb8wy0cQB3hIZw9Lz,-4.213,sunday morning coming down,0,2006-10-17,0.043
2011,['jenni rivera'],0.47600000000000003,0,4sT4lDZR7uwgYxEmiqZvEQ,-4.348,resulta - banda,1,2011-11-21,0.121
2015,"['hermitude', 'big k.r.i.t.', 'mataya', 'tapz']",0.5760000000000001,1,6aCxdt2bMItKgGKoznDppY,-6.591,"the buzz (feat. big k.r.i.t., mataya & young tapz) - bonus track",1,2015-08-28,0.315
2013,['mkto'],0.713,0,5x9VIW2fS21JMswOt6AORI,-4.859,classic,1,2013-06-20,0.121
2010,['sean murray'],0.42200000000000004,0,3qBAaoahAIR8cMaE0GAyGi,-15.48,pentagon,0,2010-11-15,0.0287
2013,['eminem'],0.852,1,0nzsCN9rtXdugPoiIT49Kj,-3.497,so far...,0,2013-11-05,0.365
2010,"['santana', 'india.arie', 'yo-yo ma']",0.35200000000000004,0,6s6nuBUe2alx3Rfk9JLPij,-4.9110000000000005,while my guitar gently weeps (feat. india.arie & yo-yo ma),0,2010-09-20,0.0345
2010,['joey montana'],0.701,0,2sH1DIngiSA8EQfkcQXpBq,-5.35,la melodía,1,2010-01-01,0.0284
2011,['bon iver'],0.508,0,4lGb7vjGqK8OZhXRozj0Go,-11.504000000000001,calgary,0,2011-06-21,0.035
